event_id,season,episode,time,type,person_1,person_2,description,last_updated_timestamp,update_comment,main_type,path,person_nbr,all_partners,role_season_ep_count,role_ep_count
1,1,1,0:04:15,kiss,kid on bus #1,kid on bus #2,Couple #1 kisses on the stolen school bus.,1/26/2023 21:06,,kiss,|kid on bus #1|kid on bus #2|,1,|kid on bus #2|,,
2,1,1,0:04:17,kiss,kid on bus #3,kid on bus #4,Couple #2 kisses on the stolen school bus.,1/26/2023 21:06,,kiss,|kid on bus #3|kid on bus #4|,1,|kid on bus #4|,,
3,1,1,0:04:44,kiss,Melody,Nathan,Melody kisses Nathan while he is driving the stolen school bus.,1/26/2023 21:06,,kiss,|Melody|Nathan|,1,|Nathan|,1.0,1.0
4,1,1,0:14:17,kiss,Nathan,Peyton,Nathan trying to get Peyton to go out after the game.,1/26/2023 21:06,,kiss,|Nathan|Peyton|,1,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
5,1,1,0:37:39,fight,Lucas,Nathan,Nathan elbows Lucas in the face during the challenge at the river court.,1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
6,1,2,0:06:53,kiss,Nathan,Peyton,"In Nathan's car after the game (""SSORG!"")",1/26/2023 21:06,,kiss,|Nathan|Peyton|,1,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
7,1,2,0:16:02,fight,Lucas,Nathan,"""I can describe Lucas in one word.""",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
8,1,2,0:29:31,fight,Lucas,Nathan,Lucas slings a basketball at Nathan.,1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
9,1,3,0:06:28,kiss,Nathan,Peyton,"In Peyton's room, while Nathan is complaining about the game.",1/26/2023 21:06,,kiss,|Nathan|Peyton|,1,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
10,1,3,0:31:15,fight,Basketball Team,Lucas,"The Ravens grab Lucas, kidnapping him for a hazing ritual.",1/26/2023 21:06,,fight,|Basketball Team|Lucas|,1,|Nathan|Lucas|,,
11,1,3,0:34:27,fight,Lucas,Tim,Tim shoves Lucas after Lucas steals the ball from him in practice.,1/26/2023 21:06,,fight,|Lucas|Tim|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
12,1,4,0:02:28,kiss,Dan,Deb,When Deb returns home after a work trip.,1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
13,1,4,0:17:01,kiss,Dan,Karen,[On video] High-school Dan and Karen kiss during their prom interview.,1/26/2023 21:06,,kiss,|Dan|Karen|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
14,1,4,0:17:16,fight,Lucas,Nathan,Lucas shoves Nathan into a wall after Nathan shows the high school video of Dan and Karen.,1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
15,1,5,0:08:50,fight,Brooke,Peyton,Peyton throws her poms at Brooke during cheer practice.,1/26/2023 21:06,,fight,|Brooke|Peyton|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,10.0,106.0
16,1,5,0:29:54,kiss,Dan,Deb,"""Have you been naughty or nice?"" ""Which would you prefer?""",1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
17,1,5,0:39:16,fight,Dan,Nathan,Dan knocks Nathan down during the father-son basketball game.,1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
18,1,6,0:05:32,kiss,Dan,Deb,Making plans for the SBL dinner.,1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
19,1,6,0:10:49,fight,Lucas,Nathan,"Nathan and Lucas fight during the basketball game, after Lucas insults Nathan.",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
20,1,6,0:21:24,fight,Lucas,Nathan,"Nathan and Lucas fight during the ""Gladiator"" game after being kidnapped by the Pirates.",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
21,1,6,0:33:42,fight,Dan,Keith,Keith and Dan fight at the Small Business League dinner.,1/26/2023 21:06,,fight,|Dan|Keith|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
22,1,7,0:25:38,kiss,Lucas,Peyton,Playing Truth or Dare at the booster party.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
23,1,7,0:32:25,kiss,Lucas,Peyton,Sneaking into a bedroom during the booster party.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
24,1,7,0:39:11,kiss,Dan,Deb,Talking in the kitchen after the booster party.,1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
25,1,8,0:14:09,kiss,Abercrombie,Brooke,At the college party.,1/26/2023 21:06,,kiss,|Abercrombie|Brooke|,1,|Brooke|,1.0,1.0
26,1,8,0:20:58,fight,Gabe,Lucas,Lucas shoves and punches Gabe for drugging Peyton.,1/26/2023 21:06,,fight,|Gabe|Lucas|,1,|Lucas|,1.0,1.0
27,1,8,0:33:01,kiss,Brooke,Lucas,Lucas kisses Brooke on the cheek and tells her that she is tougher than he thought she was.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
28,1,8,0:35:36,kiss,Haley,Nathan,First #Naley kiss.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
29,1,8,0:41:42,kiss,Karen,Keith,Saying goodbye at the airport as Karen leaves for Florence.,1/26/2023 21:06,,kiss,|Karen|Keith|,1,|Dan|Keith|Andy|Larry Sawyer|,4.0,20.0
30,1,9,0:02:19,kiss,Haley,Nathan,Saying hello at school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
31,1,9,0:15:22,kiss,Haley,Nathan,Hanging out in Haley's room; Nathan is takes it too far and is shown the door.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
32,1,9,0:17:45,kiss,Brooke,Lucas,Talking tattoos at the bar.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
33,1,9,0:37:08,kiss,Haley,Nathan,"After Nathan collapses during the game, he apologizes to Haley and tells her how much she means to him.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
34,1,10,0:03:30,kiss,Brooke,Lucas,The morning after their date.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
35,1,10,0:04:22,kiss,Haley,Nathan,Waking up after Nathan stays over at Haley's house.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
36,1,10,0:04:43,kiss [continued],Haley,Nathan,Continuing to kiss after talking.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
37,1,10,0:14:32,kiss,Brooke,Lucas,Brooke visits Lucas at the river court.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
38,1,10,0:20:18,kiss,Brooke,Lucas,Keith interrupts them in Lucas's room.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
39,1,10,0:33:11,kiss,Brooke,Lucas,Arriving at Karen's cafe for the open mic night.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
40,1,10,0:37:05,kiss,Haley,Nathan,"Greeting Nathan at the open mic night, after he returns from his golf weekend with Dan.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
41,1,11,0:04:24,kiss,Brooke,Lucas,Trespassing in a hot tub.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
42,1,11,0:09:42,kiss,Haley,Nathan,Encouraging Nathan as he is reconsidering playing basketball.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
43,1,11,0:11:01,kiss,Brooke,Lucas,Brooke giving the Travis CD to Lucas beween classes.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
44,1,11,0:18:07,kiss,Brooke,Lucas,"In Lucas's room, after Brooke tells him that she wants to spend more time with him and get to know him better.",1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
45,1,11,0:22:40,kiss,Haley,Nathan,Skipping school at the Scotts' beach house.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
46,1,11,0:28:00,kiss,Haley,Nathan,While Haley encourages Nathan to skip school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
47,1,11,0:34:33,kiss,Haley,Nathan,Nathan encouraging Haley to be herself.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
48,1,11,0:38:13,kiss,Brooke,Lucas,"""I give a rat's a** about you, too""",1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
49,1,11,0:41:40,kiss,Brooke,Lucas,In the back of the car.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
50,1,12,0:06:32,kiss,Brooke,Lucas,Goofing off while fixing Mr. Sawyer's car.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
51,1,12,0:12:17,kiss,Brooke,Lucas,Saying goodbye as Lucas drives Peyton to Hilton Head to identify the body.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
52,1,12,0:23:21,kiss,Haley,Nathan,Outside of Haley's house after the disastrous dinner with his grandparents.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
53,1,12,0:34:33,kiss,Lucas,Peyton,In the motel in Hilton Head.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
54,1,13,0:06:05,kiss,Lucas,Peyton,"At school, Lucas tells Peyton he wants to be with her.",1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
55,1,13,0:26:25,kiss,Lucas,Peyton,"In the school library, witnessed by Haley.",1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
56,1,14,0:14:41,kiss,Brooke,Lucas,Visiting Lucas while he was in a coma.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
57,1,15,0:04:10,kiss,Brooke,Lucas,After Lucas comes home from the hospital.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
58,1,15,0:07:12,kiss,Lucas,Peyton,In Lucas's dream.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
59,1,15,0:08:12,kiss,Lucas,Peyton,Visiting Lucas after he comes home from the hospital.,1/26/2023 21:06,,kiss,|Lucas|Peyton|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
60,1,15,0:37:32,kiss,Haley,Nathan,"At Karen's cafe, encouraging Hailey to sing.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
61,1,16,0:21:58,kiss,Lucas,Nicki,On the carousel at the mall.,1/26/2023 21:06,,kiss,|Lucas|Nicki|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,19.0,90.0
62,1,17,0:13:54,kiss,Haley,Nathan,At the hotel in Charlotte.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
63,1,17,0:15:26,fight,Brooke,Tim,Brooke yanks Tim's ear when he tries to invite the cheerleaders to sneak out at night.,1/26/2023 21:06,,fight,|Brooke|Tim|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,10.0,106.0
64,1,17,0:26:33,kiss,Haley,Nathan,"""I got a thing for cheerleaders""",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
65,1,17,0:37:39,kiss,Cheerleader,Mouth,(Alice?) grateful for his help at the Sparkle Classic.,1/26/2023 21:06,,kiss,|Cheerleader|Mouth|,1,|Mouth|,,
66,1,18,0:10:24,kiss,Haley,Nathan,Saying goodbye before Nathan leaves on his auction date with Peyton,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
67,1,18,0:24:45,kiss,Jake,Nicki,Trying to get Jake back during their auction date,1/26/2023 21:06,,kiss,|Jake|Nicki|,1,|Peyton|Nicki|,2.0,10.0
68,1,18,0:30:34,kiss,Brooke,Club Boy,Brooke kisses a random guy at the club where she is on an auction date with Mouth.,1/26/2023 21:06,,kiss,|Brooke|Club Boy|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
69,1,18,0:30:51,kiss,Club Patron #1,Club Patron #2,"Brooke looks around at all of the drunken, meaningless makeout sessions at the club.",1/26/2023 21:06,,kiss,|Club Patron #1|Club Patron #2|,1,|Club Patron #2|,,
70,1,18,0:35:04,kiss,Nathan,Peyton,"At the end of their auction date, witnessed by Lucas.",1/26/2023 21:06,,kiss,|Nathan|Peyton|,1,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
71,1,18,0:36:50,kiss,Brooke,Mouth,At the end of their auction date.,1/26/2023 21:06,,kiss,|Brooke|Mouth|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,10.0,106.0
72,1,18,0:38:17,kiss,Haley,Lucas,At the end of their auction date.,1/26/2023 21:06,,kiss,|Haley|Lucas|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
73,1,18,0:40:56,kiss,Karen,Larry Sawyer,"At Karen's house, after digging up the time capsule.",1/26/2023 21:06,,kiss,|Karen|Larry Sawyer|,1,|Dan|Keith|Andy|Larry Sawyer|,4.0,20.0
74,1,19,0:05:51,kiss,Haley,Nathan,Haley stops by Nathan's apartment to wake him up.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
75,1,19,0:07:10,fight,Lucas,Nathan,"Lucas slams Nathan's locker, then Nathan shoves Lucas, after Lucas confronts Nathan about kissing Peyton on their auction date.",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
76,1,19,0:21:17,kiss,Haley,Nathan,At Nathan's apartment after school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
77,1,19,0:23:02,fight,Karen,Lucas,Karen slaps Lucas after he tells her Brooke is pregnant.,1/26/2023 21:06,,fight,|Karen|Lucas|,1,|Dan|Whitey|Jules|Lucas|,4.0,20.0
78,1,19,0:32:16,kiss,Haley,Nathan,"After saying ""I love you"" for the first time.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
79,1,20,0:28:59,fight,Dan,Deb,Deb throws keys at Dan when he stops by to pick up his things from the house.,1/26/2023 21:06,,fight,|Dan|Deb|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
80,1,20,0:29:21,kiss,Dan,Deb,Arguing when Dan comes to pick up his things from the house.,1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,5.0,49.0
81,1,20,0:30:12,fight,Nicki,Peyton,"Nicki and Peyton get into a huge, furniture-breaking fight at Nathan and Haley's party.",1/26/2023 21:06,,fight,|Nicki|Peyton|,1,|Peyton|,3.0,3.0
82,1,20,0:31:47,fight,Lucas,Peyton,Peyton shoves Lucas out of the way after she learns about Lucas and Nicki.,1/26/2023 21:06,,fight,|Lucas|Peyton|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
83,1,20,0:34:00,fight,Dan,Nathan,Dan grabs Nathan's arm as they are leaving the police station after the party.,1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,5.0,49.0
84,1,21,0:09:34,kiss,Haley,Nathan,Saying goodbye before school.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
85,1,21,0:32:15,kiss,Haley,Nathan,Haley kisses Nathan's hand while arguing about porn.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
86,1,21,0:36:07,kiss,Jake,Peyton,Saying goodbye as Jake and Jenny leave for Savanah.,1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,2.0,10.0
87,1,22,0:07:02,kiss,Haley,Nathan,"In the rain, after Nathan apologizes for keeping the pictures of Peyton.",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
88,1,22,0:14:49,kiss,Haley,Nathan,Making big plans for after the game.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
89,1,22,0:15:21,fight,Lucas,Masonboro Player,Masonboro player shoves Lucas in his bad shoulder as they leave the court for halftime.,1/26/2023 21:06,,fight,|Lucas|Masonboro Player|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,19.0,90.0
90,1,22,0:15:25,fight,Masonboro Player,Nathan,"Nathan shoves the Masonboro player after he hits Lucas, then both teams fight.",1/26/2023 21:06,,fight,|Masonboro Player|Nathan|,1,|Nathan|Tim|Lucas|,,
91,1,22,0:15:27,fight,Masonboro Player,Tim,Tim shoves the Masonboro player who hit Lucas during the team fight.,1/26/2023 21:06,,fight,|Masonboro Player|Tim|,1,|Nathan|Tim|Lucas|,,
92,1,22,0:32:57,kiss [implied],Deb,Keith,Dan walks in and wakes them up after Keith and Deb have slept together.,1/26/2023 21:06,,kiss,|Deb|Keith|,1,|Dan|Keith|Skills|,6.0,23.0
93,1,22,0:41:20,kiss [implied],Haley,Nathan,Lucas shows up unexpectedly at Nathan's apartment the morning after Nathan and Haley's wedding.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,11.0,106.0
94,2,1,0:03:36,fight,Dan,Deb,"In Deb's dream, Dan reaches out from the coffin and grabs her.",1/26/2023 21:06,,fight,|Dan|Deb|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
95,2,1,0:04:25,kiss,Haley,Nathan,"""... let's alaways be like this.""",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
96,2,1,0:11:45,kiss [continued],Haley,Nathan,The proposal.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
97,2,1,0:21:49,kiss,Haley,Nathan,Meeting Haley's parents.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
98,2,2,0:38:07,kiss,Haley,Nathan,After Haley yells at Deb and asks her to leave the wedding reception/party.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
99,2,3,0:14:10,kiss,Haley,Nathan,Haley leaving for the bridal shower.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
100,2,3,0:22:56,fight,Police Officer,Tim,"The two female police officers grab Tim and handcuff him after he grabs them, thinking they are strippers.",1/26/2023 21:06,,fight,|Police Officer|Tim|,1,|Tim|,,
101,2,3,0:35:32,kiss,Haley,Nathan,Home after the shower/bachelor party.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
102,2,3,0:39:01,kiss,Haley,Nathan,Nathan leaving for his first day working at the dealership.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
103,2,4,0:04:05,kiss,Haley,Nathan,Discussing buying a car.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
104,2,4,0:40:30,kiss,Dan,Deb,Kiss on the head.,1/26/2023 21:06,,kiss,|Dan|Deb|,1,|Karen|Patty|Deb|Haley|Rachel|,9.0,49.0
105,2,5,0:23:18,kiss,Anna,Lucas,Photobooth dare.,1/26/2023 21:06,,kiss,|Anna|Lucas|,1,|Peyton|Darby|Lucas|,7.0,7.0
